property_id,property_name,host_id,neighbourhood_group,room_type,price,min_nights
6290556,22 sqm room in share apartment+wifi,3503134,Lichtenberg,Private room,18,2
6290808,2room flat Berlin Neukölln priv.use,28074836,Neukölln,Private room,32,14
6293882,Cosy Room w Balcony in Berlin Fhain,21318156,Friedrichshain-Kreuzberg,Private room,49,7
6295159,Cozy room in shared flat,21581793,Neukölln,Private room,22,5
6295492,Familien Wohnung  Berlin-Prenzlberg,30981168,Pankow,Entire home/apt,85,2
6296150,"Bright, spacious room in perfect location (F-Hain)",8968629,Friedrichshain-Kreuzberg,Private room,40,1
6296787,Hübsches Ferienzimmer in der City,31066617,Pankow,Private room,45,2
6298332,Agréable studio près du Mauer Park,32751663,Pankow,Entire home/apt,50,62
6298608,nice berlin flat,12164963,Neukölln,Private room,30,2
6299317,360° ROOFTOP TERRACE PENTHOUSE TOP with A/C!,3010758,Mitte,Entire home/apt,199,3
6303306,"Cosy and quiet apartement, Neukölln",10144790,Neukölln,Private room,20,2
6306535,At Kollwitzplatz,32113760,Pankow,Entire home/apt,158,3
6306995,*Bright apartment with balcony*,32809462,Neukölln,Entire home/apt,35,3
6307526,"Sun, balcony, Tempelhof Field",4356102,Neukölln,Private room,25,2
6310519,Luxus wohnung  loft style,32827668,Tempelhof - Schöneberg,Entire home/apt,80,1
6312215,Double room in Mitte,27639574,Mitte,Private room,47,5
6312392,Cosy 2 room apartment in Neukölln,32838295,Neukölln,Entire home/apt,45,3
6312709,1-Zimmer Appartement mit Balkon,5702353,Mitte,Entire home/apt,54,2
6315422,"75 qm flat in a quiet, green area",32854189,Lichtenberg,Entire home/apt,85,1
6315769,Gemütliches Zimmer für Zwei :),32857453,Friedrichshain-Kreuzberg,Private room,29,2
6316226,Gemütliches 1-Zi.-Apt Kollwitzplatz,32113760,Pankow,Entire home/apt,68,3
6318745,Berlin´s Kult-Hotel am Ku´Damm,32880890,Tempelhof - Schöneberg,Private room,119,1
6318776,Single furnished  room in the middle of Berlin,32880961,Friedrichshain-Kreuzberg,Private room,34,148
6319394,A bright apartment in Wedding,32884160,Mitte,Entire home/apt,30,10
6319458,Schön helles Altbauzimmer in super,23099388,Mitte,Private room,45,1
6319593,big private room in Kreuzberg,32885241,Friedrichshain-Kreuzberg,Private room,22,4
6321929,Exclusive & Modern Apartment (new building),32894671,Mitte,Entire home/apt,46,45
6322584,1 COSY ROOM IN MITTE,32900474,Mitte,Private room,48,1
6322673,3 Zimmerwohnung im Prenzlauer Berg,32901186,Pankow,Private room,60,1
6322710,Großes Zimmer in der Künstlerkolonie Breitenbach,32901587,Charlottenburg-Wilm.,Private room,25,1
6323448,Spacious flat w/ underground garage,32905345,Friedrichshain-Kreuzberg,Entire home/apt,100,6
6323518,Kate & Vinni's Gemütliches Wohnung,32905655,Mitte,Entire home/apt,64,2
6330331,Rosenthaler Platz,7789285,Mitte,Entire home/apt,55,1
6331387,Spacious Gallery Apartment,32956641,Charlottenburg-Wilm.,Entire home/apt,145,5
6331717,Romantic flat in an old house,32959323,Friedrichshain-Kreuzberg,Entire home/apt,61,1
6332947,Chambre avec Balcon à 100 m du Tempelhofer Feld,8840254,Neukölln,Private room,42,7
6332949,Cosy room in a great location,8069588,Neukölln,Private room,23,4
6333648,"beautiful ""Altbau"" at Südstern",30788062,Friedrichshain-Kreuzberg,Entire home/apt,55,1
6335575,Paul-Lincke-Ufer,17627953,Friedrichshain-Kreuzberg,Entire home/apt,48,4
6335784,Elegantes 2-Zimmer-Apartment in Kollwitzplatz-Nähe,32113760,Pankow,Entire home/apt,128,3
6336798,Cosy apartment in  Berlin-Wedding,9764034,Mitte,Entire home/apt,55,2
6338461,Himmel über Berlin mitten in Mitte.,32943498,Mitte,Entire home/apt,120,1
6339035,Spacious artist studio in Kreuzberg,8516422,Friedrichshain-Kreuzberg,Private room,69,2
6340049,1 Zimmer mit Doppelbett,30825942,Pankow,Entire home/apt,25,14
6340547,Loft 150sqm in Prenzlauer Berg 3BR,31213186,Pankow,Entire home/apt,180,4
6342030,Ruhige Wohngegend am Stadtrand,33028115,Neukölln,Private room,23,4
6347186,Sunny room in spacious flat #2,32827789,Neukölln,Private room,25,4
6350933,Nice room in perfect city location!,33087223,Pankow,Private room,35,1
6351275,Charmantes Zimmer im Prenzelberg,29079876,Pankow,Private room,25,4
6352757,Geräumiges Zimmer für nette Leute,33095887,Friedrichshain-Kreuzberg,Private room,30,5
6354751,Lovely room in a shared flat,33104828,Friedrichshain-Kreuzberg,Private room,25,3
6355640,Schöne Altbauwohnung mit Balkon,3899490,Friedrichshain-Kreuzberg,Entire home/apt,75,92
6355837,Cosy flat close to Mauerpark,33111430,Pankow,Entire home/apt,60,3
6357226,Sonniges Zimmer mit Balkon,968243,Neukölln,Private room,26,1
6359334,Sonnige 2 Z.-Wohnung mit Terrasse,26618507,Pankow,Entire home/apt,29,60
6360839,Pearl in Neukölln,7587185,Neukölln,Entire home/apt,90,3
6361914,Traumhaftes WG-Zimmer in Neukölln,33144827,Neukölln,Private room,38,2
6362290,Cozy little flat Kreuzberg,11422246,Friedrichshain-Kreuzberg,Entire home/apt,60,2
6364954,Charming flat in Berlin Schöneberg,11805050,Mitte,Private room,50,1
6367904,"ruhige, helle Wohnung im Grünen",8898252,Neukölln,Entire home/apt,55,5
6368084,Charmante Maisonette Wohnung (Long term rentals),26340260,Charlottenburg-Wilm.,Entire home/apt,100,60
6368431,Bright and cozy designer room,23307532,Mitte,Private room,45,1
6371167,Room CARO - CastleCharlottenburg,20759801,Charlottenburg-Wilm.,Private room,39,2
6371206,Bright & Cozy Room,21691025,Neukölln,Private room,30,1
6372320,"2rooms,balkony,Kingsizebed,Neukölln",21818916,Neukölln,Entire home/apt,57,3
6373251,"Helle 2 Zimmer Wohnung, Berlin",14747106,Pankow,Entire home/apt,45,7
6373325,Welcome to Neukolln :D,33212040,Neukölln,Private room,25,3
6375625,Lovely apartment with 3 roofgardens,33172621,Mitte,Entire home/apt,140,2
6375658,"big, bright room in a flatshare",33225400,Charlottenburg-Wilm.,Private room,25,1
6381226,Dreamy apartment in Prenzlauer Berg,3044047,Pankow,Entire home/apt,60,2
6385437,Modern flat in trendy neighbourhood,13970000,Neukölln,Entire home/apt,45,10
6386509,1 Zimmer Wohnung mit Balkon,33288639,Pankow,Entire home/apt,65,1
6386675,"Sunny room with Balcony, NK",22558527,Neukölln,Private room,29,3
6387503,50 sqm. 2 Room Flat in Hip Mitte,2900086,Mitte,Entire home/apt,120,3
6387747,Central @Torstraße @Alexanderplatz,22877506,Pankow,Private room,40,1
6393225,Cute and cosy flat in Bergmannkiez!,1775296,Friedrichshain-Kreuzberg,Entire home/apt,60,2
6393734,great apartment in kreuzkölln,33337866,Neukölln,Entire home/apt,70,5
6393792,Big room Berlin,10470457,Mitte,Private room,25,1
6396058,Room in centre of Berlin Kreuzberg,33283840,Friedrichshain-Kreuzberg,Private room,28,3
6396103,"Berlin-Mauerpark,5 bedrooms, Garden",33350475,Mitte,Entire home/apt,175,7
6396523,Cosy Bedroom in Beautiful Flat,485531,Neukölln,Private room,40,2
6397457,"Central, well connected! Kreuzberg",33357857,Friedrichshain-Kreuzberg,Entire home/apt,93,90
6398821,Room GVANTSA - CastleCharlottenburg,20759801,Charlottenburg-Wilm.,Private room,39,2
6405951,Wohnen im schönen Charlottenburg,1391545,Charlottenburg-Wilm.,Entire home/apt,165,2
6406913,Light-flooded room in Neukölln!,15271745,Neukölln,Private room,35,2
6406997,"Great room in classy flat, and I'm in holidays!",3813036,Friedrichshain-Kreuzberg,Private room,70,3
6408597,Nice Room near Alexanderplatz,33424972,Pankow,Private room,25,3
6408850,12 m2 of relaxation ***,4259960,Pankow,Private room,2225,1
6409333,Großes Altbauzimmer nach Süden!,33428518,Neukölln,Private room,25,1
6409366,Schöne Wohnung in Berlin Friedenau,10343102,Tempelhof - Schöneberg,Private room,71,14
6409402,Cozy bright apartment,8229269,Pankow,Entire home/apt,39,2
6410329,FeWo am  Schloss Charlottenburg,13226464,Charlottenburg-Wilm.,Entire home/apt,60,2
6416728,Tintoretto,33473036,Charlottenburg-Wilm.,Entire home/apt,90,90
6416882,2 Room Appartment in Berlin,33474420,Pankow,Entire home/apt,800,1
6417916,Green Oasis for two,22183611,Mitte,Entire home/apt,50,12
6417973,room in shared apartment in Berlin!,18318750,Friedrichshain-Kreuzberg,Private room,35,3
6418301,50qm Apartment in Berlin Schöneberg,3383253,Tempelhof - Schöneberg,Entire home/apt,45,1
6420032,Berlin Vacation Loft - approved!,33493499,Marzahn - Hellersdorf,Entire home/apt,81,3
6427854,Charming bright apartment,33263166,Friedrichshain-Kreuzberg,Shared room,79,2
6429126,sonnige Maisonette,33553640,Friedrichshain-Kreuzberg,Entire home/apt,60,4
6429171,2-room appartment in Neukölln,33552242,Neukölln,Entire home/apt,44,4
6429295,ruhiges Zimmer mit eigenem Bad,28400540,Spandau,Private room,34,1
6430299,Topfloor family flat,24313826,Pankow,Entire home/apt,70,6
6430361,On the roofs of Berlin Neukölln,4383856,Neukölln,Entire home/apt,100,3
6431608,Over the roofs of Berlin (Mitte),20563587,Pankow,Entire home/apt,30,15
6432174,cosy room in xberg (share w/ cat :),20438711,Friedrichshain-Kreuzberg,Private room,16,7
6432604,Cozy one room apartment in Friedrichshain,33574156,Friedrichshain-Kreuzberg,Entire home/apt,42,3
6434094,Schöne helle Wohnung mit Wohnküche,17158093,Neukölln,Entire home/apt,69,4
6435043,single room in a shared flat,33590644,Neukölln,Private room,30,2
6435183,Helle gemütliche 2-Zimmerwohnung,1823098,Friedrichshain-Kreuzberg,Entire home/apt,34,62
6436711,Cozy Bright Room in Friedrichshain,33601493,Friedrichshain-Kreuzberg,Private room,29,1
6437204,Cozy room with bath in West-Berlin,24378825,Charlottenburg-Wilm.,Private room,35,3
6441012,Chambre Berlin - prenzlauerberg,33629246,Pankow,Private room,25,1
6442024,A home in the backyard,33633922,Friedrichshain-Kreuzberg,Entire home/apt,120,4
6446947,Loft Wohnung in Friedrichshain,5000686,Friedrichshain-Kreuzberg,Entire home/apt,99,7
6451883,Cozy 2 BR Apt. In The Sunnyside,7221241,Pankow,Entire home/apt,55,7
6454540,Neukölln Calling,33708568,Neukölln,Private room,30,5
6454642,wunderschöne Altbauwohnung,32743922,Steglitz - Zehlendorf,Entire home/apt,94,7
6456183,"Central, Quiet, and Stylish Apt.",33716530,Mitte,Entire home/apt,85,1
6456328,Qualitytime in Berlin - Mitte,18276571,Mitte,Entire home/apt,65,1
6456411,Berlin-Appartment & sunny balcony,33716387,Pankow,Entire home/apt,80,5
6457346,lovely bright open apartment,33722423,Pankow,Entire home/apt,92,1
6459978,Lovely apartment/good connections,7312295,Mitte,Private room,90,60
6460025,Müggelstraße 11a,33736739,Friedrichshain-Kreuzberg,Entire home/apt,75,1
6460703,Tolle Wohnung mitten im Kietz,21142041,Friedrichshain-Kreuzberg,Entire home/apt,59,29
6461829,Bequemes Zimmer,33746272,Marzahn - Hellersdorf,Shared room,25,1
6462250,beautiful studio on kudamm /Kadewe,33748464,Tempelhof - Schöneberg,Entire home/apt,75,3
6463540,Schwedterstraße 264,33736739,Pankow,Entire home/apt,75,1
6464314,Pettenkoferstraße 34,33736739,Friedrichshain-Kreuzberg,Entire home/apt,75,1
6465019,AirBnBeautiful! Elegant & spacious (110 m2),377140,Pankow,Entire home/apt,195,4
6465190,Small studio that feels like a tree house,33767700,Pankow,Entire home/apt,55,2
6468633,"Stylish, sunny, comfortable for 4",1316194,Reinickendorf,Entire home/apt,46,45
6470384,Cozy 2-Room Appartment In Neukölln!,27120292,Neukölln,Entire home/apt,75,4
6470469,"Apartment with balcony, 4th floor",27822330,Charlottenburg-Wilm.,Entire home/apt,50,1
6471011,cosy flat near park and Spree :),33259004,Friedrichshain-Kreuzberg,Entire home/apt,39,2
6471540,Sweet room in Pankow nearby to Berlin`s Center,32660694,Pankow,Entire home/apt,28,1
6472362,Large spacious dream flat,824591,Charlottenburg-Wilm.,Entire home/apt,140,3
6474866,Central living in Berlin,7152336,Mitte,Private room,80,1
6476174,Nice room in Berlin center,21359368,Pankow,Private room,150,1
6476337,apartamento en neukölln con terrasa,3121609,Neukölln,Entire home/apt,40,1
6478509,Im Herzen von Charlottenburg,33848426,Charlottenburg-Wilm.,Entire home/apt,89,1
6484071,Roomy flat in residential area,33719888,Friedrichshain-Kreuzberg,Entire home/apt,52,3
6486128,Design Apartment incl. 2 bikes,33847457,Neukölln,Entire home/apt,79,1
6487184,Artist Jewel with 2 bikes,33847457,Neukölln,Entire home/apt,79,1
6488461,Versteckter Schatz mit 2 Fahrrädern,33907001,Neukölln,Entire home/apt,79,1
6488571,Top floor palace incl. 2 bikes,33847457,Neukölln,Entire home/apt,69,1
6488671,"nice 3 room Apt,90sqm,quiet,green",33909722,Pankow,Entire home/apt,70,2
6489355,COZY SUNNY APT - BEST LOCATION! :),33913642,Friedrichshain-Kreuzberg,Entire home/apt,65,2
6489994,Zweizimmer- Wohnung in Kreuzberg,15462817,Friedrichshain-Kreuzberg,Entire home/apt,50,1
6494570,a cosy studio apartment in Berlin,2147074,Tempelhof - Schöneberg,Entire home/apt,56,14
6496364,"16 m2 172 sq ft, Private Room, Central But Quiet",3234083,Friedrichshain-Kreuzberg,Private room,24,6
6499198,Berlin-Charlottenburg 10627,33971648,Charlottenburg-Wilm.,Entire home/apt,81,3
6501430,Room in Friedrichain,15857907,Friedrichshain-Kreuzberg,Private room,30,1
6501445,Mauerpark room in bright and spacious Altbau,314656,Pankow,Private room,45,20
6501825,Cozy big room with balcony,33984983,Mitte,Private room,30,2
6502910,"Prenzl.Berg, Ecke Schönhauser, 2 P.",11175608,Pankow,Private room,30,2
6504048,Welcome Home in Graefekiez!,5477687,Friedrichshain-Kreuzberg,Private room,59,2
6509664,typical Berlin room in flat close to center,8932859,Pankow,Private room,25,1
6516762,wonderful apartment in 5m from mite,34078834,Mitte,Entire home/apt,30,60
6519879,Cozy duplex in Friedrichshain,5344945,Friedrichshain-Kreuzberg,Private room,79,3
6521101,"Rosenthaler Platz, dream Penthouse apartment",7603078,Mitte,Entire home/apt,120,12
6522951,Spacious and Cosy Studio Apartment,14024745,Mitte,Entire home/apt,34,2
6524799,In the middle of the middle,5264818,Mitte,Entire home/apt,101,2
6525464,NEW NICE 1-Room-FLAT balcony U8,34128244,Reinickendorf,Entire home/apt,28,90
6530835,Großzügige Familienwohnung,34158856,Pankow,Entire home/apt,150,4
6531732,"Wonderful flat at ""Winskiez""",34162232,Pankow,Entire home/apt,200,1
6532855,view on the berlin fernsehturm!,34167351,Neukölln,Private room,35,3
6534026,Bright room in nice flatshare!,8699298,Neukölln,Private room,20,1
6536642,Lovely appertment next to the Park,11180297,Friedrichshain-Kreuzberg,Entire home/apt,56,1
6539392,Charming flat ideal for a family,27064576,Friedrichshain-Kreuzberg,Entire home/apt,95,4
6539919,SPECIAL OFFER!! ONE time only!!,1793285,Mitte,Entire home/apt,55,1
6540481,Nice room in an authentic area,34205130,Mitte,Private room,45,2
6540995,Romantic Hardwood Floor Apartment,12413014,Friedrichshain-Kreuzberg,Entire home/apt,69,5
6541306,Room for 4 in the heart of Berlin,6944715,Pankow,Entire home/apt,80,4
6547858,2-Zimmer-Wohnung am Alex,3581913,Mitte,Entire home/apt,120,1
6549241,Helles Zimmer mitten in Kreuzberg,1973632,Friedrichshain-Kreuzberg,Private room,50,2
6550264,Cosy Room directly at Alexanderplatz,31266217,Mitte,Private room,38,2
6550398,cosy bright flat in hip Neukölln,34261866,Neukölln,Entire home/apt,42,1
6551324,Centrum af Berlin,15602434,Mitte,Entire home/apt,76,60
6551435,Large flat - 105 sm - U+S Bahn West,34265726,Mitte,Entire home/apt,42,60
6553175,"4-Zimmer Altbauwohnung, Prenzlauer Berg",33081599,Pankow,Entire home/apt,87,9
6558032,Modern Apartment at Potsdamer Platz,34298534,Mitte,Entire home/apt,100,2
6558350,‼️Ein Appartement im“Szene-Kiez-Berlin-Kreuzberg“‼️,4962610,Friedrichshain-Kreuzberg,Entire home/apt,52,3
6558529,Hotel Mondial  am Kurfurstendamm,717629,Charlottenburg-Wilm.,Entire home/apt,74,1
6558544,Beautiful flat in the center,34299847,Tempelhof - Schöneberg,Entire home/apt,399,1
6559385,Private Room - Museum Island/Alex,22751450,Mitte,Private room,56,2
6561278,SchönerAltbau im Schöneberger Kiez,15606243,Tempelhof - Schöneberg,Entire home/apt,80,90
6563600,NEU Checkpoint Charlie3 2room-App.,4697908,Mitte,Entire home/apt,120,3
6563942,"separates, hell-ruhiges Balkonzimmer",34336191,Tempelhof - Schöneberg,Private room,40,1
6564334,Large apartment in Berlin-Mitte,19038343,Mitte,Entire home/apt,99,3
6566383,Room for Rent in Berlin-Moabit,34347009,Mitte,Private room,25,7
6566904,Quiet vacation apartment in Kreuzberg,34349999,Friedrichshain-Kreuzberg,Entire home/apt,70,2
6567364,Room near Maybachufer,9702668,Neukölln,Private room,30,5
6567997,Bright central apartment,21095168,Lichtenberg,Entire home/apt,50,10
6568956,Rooftop Dream Schillerkiez Neukölln,30887515,Neukölln,Private room,46,2
6569548,"Designer Flat, clean, warm, bright",1584766,Friedrichshain-Kreuzberg,Entire home/apt,59,1
6570590,* Altbau-Flair im Bötzowviertel *,192078,Pankow,Private room,75,3
6571338,Guest Room with Private Balcony,11136722,Neukölln,Private room,30,30
6572731,Helle möblierte 3-Zi-Altbauwohnung,29584583,Tempelhof - Schöneberg,Shared room,85,7
6578584,Top floor 1 room apart_City center,18937854,Mitte,Entire home/apt,34,3
6579035,charming and quiet apartment,3788200,Friedrichshain-Kreuzberg,Entire home/apt,50,6
6580047,"Quiet, nice room, well located to discover Berlin",2895438,Friedrichshain-Kreuzberg,Private room,50,2
6581849,"Sonniger Altbau, auch f. Familie, 110 qm",34428123,Tempelhof - Schöneberg,Entire home/apt,135,3
6581908,comfortable House on  pretty street,29212288,Tempelhof - Schöneberg,Private room,22,2
6583703,Beautiful 1 room for rent with balcony,34433705,Charlottenburg-Wilm.,Entire home/apt,30,1
6584042,"Lovely, spacious room in Neukölln",34440434,Neukölln,Private room,28,1
6584524,Sunny Room near Sonnenallee,17518912,Neukölln,Private room,40,1
6585229,Room in Mitte-Hackesche Höfe-Alex,34445269,Mitte,Private room,45,7
6586101,grosses Zimmer im Herzen von Fhain,34452078,Friedrichshain-Kreuzberg,Entire home/apt,45,3
6586217,Central apt. w/ terrace in Berlin-Friedrichshain,3627199,Friedrichshain-Kreuzberg,Entire home/apt,90,3
6586444,Room in Mitte-Hackesche Höfe,34445269,Mitte,Private room,25,2
6586517,bright 2-room apt.+ large balcony,19088653,Mitte,Private room,45,14
6592731,Appartement in Friedrichshain,9703745,Friedrichshain-Kreuzberg,Entire home/apt,80,1
6592920,Architektenwohnung mit 2 Eingängen,34492926,Friedrichshain-Kreuzberg,Entire home/apt,125,4
6594041,Bright & Cosy - Hell & Gemütlich - family friendly,573701,Tempelhof - Schöneberg,Entire home/apt,130,7
6596516,Schönes Zimmer im Prenzlauer Berg,34509021,Pankow,Private room,35,1
6596710,2 Original Berlin Rooms with balcony,24834431,Friedrichshain-Kreuzberg,Entire home/apt,60,3
6597188,Lovely and sunny room with a sleeping couch,7312295,Mitte,Private room,40,2
6599510,Sunny big room with your own balcony // Szenekiez,17584848,Neukölln,Private room,38,4
6604238,Feels like home Berlin appt,13593841,Friedrichshain-Kreuzberg,Entire home/apt,54,1
6605484,INDUSTRIE-LOFT in Kreuzkölln,1821387,Neukölln,Entire home/apt,110,3
6606905,RäuberHöhle WALDI - CastleCharlotte,20759801,Charlottenburg-Wilm.,Private room,59,2
6608866,Außerordentlich schöne Wohnung,34580957,Friedrichshain-Kreuzberg,Entire home/apt,100,3
6609922,,34587133,Neukölln,Private room,40,1
6616958,Bright & Cosy Flat Close To The Center Of Berlin,31291614,Mitte,Entire home/apt,52,3
6618245,Spacious living in Prenzlauer Berg,443499,Pankow,Entire home/apt,110,4
6618275,Stylish apartment in a new house:city-centre + gym,34212701,Mitte,Entire home/apt,149,2
6619987,Prenzlauer Berg // Beautiful home,9749773,Pankow,Entire home/apt,85,3
6622313,Cozy apartment in the hip district,17901978,Neukölln,Entire home/apt,120,1
6624071,Old Building Berlin Friedrichshain,34536486,Friedrichshain-Kreuzberg,Private room,32,2
6626147,Helle gemütliche 1-Zimmerwohnung in Wilmersdorf,1823098,Charlottenburg-Wilm.,Entire home/apt,33,62
6626912,Wohnung im berliner Wedding,34685881,Mitte,Entire home/apt,55,2
6627140,Beautiful accomodation near CheckPoint Charlie,29944135,Friedrichshain-Kreuzberg,Private room,45,3
6629757,Historical and Urban Berlin Flair,9063962,Friedrichshain-Kreuzberg,Entire home/apt,85,3
6632700,Loft Wilmersdorferst.Charlottenburg,34716896,Charlottenburg-Wilm.,Private room,120,1
6633659,Big room with a Big bed + sofa/bed,12818037,Lichtenberg,Private room,60,2
6634634,Cozy Apartment in Neukölln,34727209,Neukölln,Private room,41,3
6634943,Humble Home Wedding IV,32660109,Mitte,Private room,30,3
6635028,Kleine Privatwohnung,34729204,Tempelhof - Schöneberg,Entire home/apt,65,7
6635677,cute cosy vintage roof  apartment,3031275,Friedrichshain-Kreuzberg,Entire home/apt,80,2
6637842,,34739299,Neukölln,Private room,40,1
6638127,Pankow Florakiez Long Term  Flat,34705166,Pankow,Entire home/apt,90,60
6638442,Bright Studio Appartment,34745346,Friedrichshain-Kreuzberg,Entire home/apt,70,2
6639014,Bohemian flat for 1 or 2,24653487,Neukölln,Entire home/apt,50,1
6639121,Kreuzberg appartment,8364135,Friedrichshain-Kreuzberg,Entire home/apt,95,1
6639482,Central room in Friedrichshain,19788122,Friedrichshain-Kreuzberg,Private room,42,1
6640108,Tolles großes Zimmer in Schöneberg,32209777,Tempelhof - Schöneberg,Private room,39,4
6640643,Oasis in the heart of Berlin,8299557,Neukölln,Entire home/apt,75,3
6640822,"central, big, cosy,  quiet apartment",9697453,Pankow,Entire home/apt,79,4
6641140,Helle 3 Zimmer Wohnung- Top Lage!,34755334,Tempelhof - Schöneberg,Entire home/apt,219,2
6641490,Comfy room in F'hain near Kreuzberg,19555022,Friedrichshain-Kreuzberg,Private room,34,1
6642339,Amazing apartment near Rosenthalerp,34765706,Mitte,Private room,50,1
6642655,Cozy Room in a trendy area,13648647,Neukölln,Private room,35,2
6642770,"Quiet, spacious & luxury apartment",17805595,Pankow,Entire home/apt,46,60
6648033,Bergmann Kiez TOP SPOT,22276081,Friedrichshain-Kreuzberg,Entire home/apt,65,1
6648123,Bright & central 2 room apartement - private room,7517858,Friedrichshain-Kreuzberg,Private room,65,2
6649099,stylish flat in best neighborhood,4277820,Friedrichshain-Kreuzberg,Entire home/apt,55,3
6649378,gut angebundenes Zimmer im Grünen,6910380,Pankow,Private room,15,1
6649437,Wohnung in Berlin Mitte,8494342,Pankow,Entire home/apt,78,1
6649500,Sunny Rooftop /// Neukölln,20965293,Neukölln,Private room,30,6
6649697,Cosy room in Kreuzberg 36,34742450,Friedrichshain-Kreuzberg,Private room,47,4
6650047,Perfect for couples! Sunny room in Charlottenburg,34808186,Charlottenburg-Wilm.,Private room,30,3
6652283,Room (2) in the center of Berlin,8048976,Mitte,Private room,60,3
6652601,schönes Zimmer in Prenzlauer Berg,22015326,Pankow,Private room,30,3
6652940,Sonnenallee  83 Neukölln,34821755,Neukölln,Entire home/apt,65,1
6653045,Room in a central & cosy apartment,4986028,Mitte,Private room,32,2
6653210,"Large, bright flat in Prenzlauer Berg",34823616,Pankow,Entire home/apt,65,6
6653708,Central and cosy apartment in Mitte,4986028,Mitte,Entire home/apt,90,2
6653736,Apartment in vivid Kreuzberg,34824270,Friedrichshain-Kreuzberg,Entire home/apt,59,3
6658190,Bright two-room apartment in historic Rixdorf,34846299,Neukölln,Entire home/apt,75,3
6659150,Supernice room in lovely Wedding,34853878,Mitte,Private room,30,3
6660398,Sun floated Loft / Modern Living,34860984,Lichtenberg,Entire home/apt,52,5
6663931,"8-Bedroom mixed, Ensuite , TV No. 1",8250486,Mitte,Shared room,38,1
6664659,"6-Bedroom mixed, Ensuite , TV No. 4",8250486,Mitte,Shared room,21,1
6664900,habitacion en Charlottenburg,34887860,Charlottenburg-Wilm.,Private room,30,1
6665490,appartement 54 m2 Neukölln,34890137,Neukölln,Entire home/apt,50,20
6665739,Great location and beautiful room!,29507007,Friedrichshain-Kreuzberg,Private room,33,3
6665871,Welcome to an Architects Home in Central Berlin,3694989,Mitte,Entire home/apt,140,7
6666070,Room in the beautiful Bergmannstraß,27541062,Friedrichshain-Kreuzberg,Private room,28,3
6666381,"Mitte, 1st Floor, Quiet and Central",2255371,Mitte,Entire home/apt,60,89
6666418,Apartment with Balcony over Canal,24876227,Neukölln,Entire home/apt,120,4
6666876,WG-Zimmer,34895928,Treptow - Köpenick,Private room,41,2
6667264,beautiful apartment/50m2/balcony,34897888,Friedrichshain-Kreuzberg,Entire home/apt,55,4
6668813,beautiful room for 1-3 Persons,34814249,Pankow,Private room,30,2
6670158,Fly-By,34911356,Charlottenburg-Wilm.,Entire home/apt,35,3
6670861,"Schillerkiez, cute and bright.",34914724,Neukölln,Entire home/apt,31,13
6671971,1 room apartment near Rathaus NK,21078856,Neukölln,Entire home/apt,35,1
6672363,Gemütliche & ruhige Altbauwohnung,34921895,Mitte,Entire home/apt,150,1
6673509,Our Place in Berlin - Berlin room - 2 SINGLE BEDS!,34927957,Reinickendorf,Private room,26,1
6674138,Cosy apartment in Neukölln Berlin,34924164,Neukölln,Entire home/apt,60,3
6675463,nice room in central flat for 2,34936294,Charlottenburg-Wilm.,Private room,60,3
6676007,Lovely bright flat well connected!,3129119,Friedrichshain-Kreuzberg,Entire home/apt,120,7
6679561,Perfect for the ChampionsLeague We,9459453,Lichtenberg,Private room,240,1
6679971,Sunny room in the heart of the city,22472484,Mitte,Private room,55,9
6680092,Olympiastadium only 1 km,34966170,Charlottenburg-Wilm.,Entire home/apt,500,1
6682532,CL-Final Weekend in Berlin 25min.,34978107,Tempelhof - Schöneberg,Private room,150,1
6683790,CENTRAL & CLOSE TO BERGHAIN,3016034,Friedrichshain-Kreuzberg,Entire home/apt,100,4
6684150,Zimmer in Traumwohnung,34985661,Tempelhof - Schöneberg,Private room,40,2
6685846,Large Penthouse in Charlottenburg,15898885,Charlottenburg-Wilm.,Entire home/apt,600,1
6688242,Sunny Mitte Appartment,26729816,Mitte,Entire home/apt,85,6
6689422,Champ. League Weekend in Berlin,34978107,Tempelhof - Schöneberg,Private room,137,1
6690611,Dachgeschosswohnung mit Terrasse,319639,Charlottenburg-Wilm.,Entire home/apt,150,1
6691656,Room 40qm + 74qm share f 6-8 pers. southwestcenter,35024779,Charlottenburg-Wilm.,Private room,24,1
6691791,Big flat in the heart of Kreuzberg,2737614,Friedrichshain-Kreuzberg,Entire home/apt,85,5
6692587,"Perfect, piano & photos.",1083235,Pankow,Private room,55,3
6695238,Schöne 1-Zimmer-Wohnung in F-Hain,19044451,Friedrichshain-Kreuzberg,Entire home/apt,59,2
6695446,Stylish living next to Mauerpark,10982427,Pankow,Private room,55,1
6697033,Double Room Ensuite / TV  No.1,8250486,Friedrichshain-Kreuzberg,Private room,79,1
6697265,Perfect place in Berlin's heart,35056472,Mitte,Private room,150,1
6698480,25m² room in Berlin Friedrichshain,35063244,Friedrichshain-Kreuzberg,Private room,39,1
6698612,Privat room - central and quiet,35063849,Pankow,Private room,29,3
6700506,Beautiful 90sqm 2room apartment,23427549,Friedrichshain-Kreuzberg,Entire home/apt,60,1
6701135,Charming apartment (3min to metro),34970078,Steglitz - Zehlendorf,Entire home/apt,500,7
6702187,Traumwohnung in Mitte am Park,2674441,Mitte,Entire home/apt,119,4
6704144,Spacious room near Volkspark,13498367,Pankow,Private room,19,1000
