property_id,property_name,host_id,neighbourhood_group,room_type,price,min_nights
279315,Flat in Neukölln (Postmodern Cloister ),1456634,Neukölln,Private room,40,20
279344,Happy-haven in the heart of Berlin,1456872,Mitte,Private room,76,2
279504,"Kreuzberg, lively cosy Bergmannkiez",1457373,Friedrichshain-Kreuzberg,Entire home/apt,45,270
281152,beautiful 3-room-apartment (75 m2),1465582,Pankow,Entire home/apt,60,14
282214,Nice room close to Kurfürstendamm,1135836,Charlottenburg-Wilm.,Private room,29,3
282773,Top-Apartment Berlin Charlottenburg,1473320,Charlottenburg-Wilm.,Entire home/apt,34,30
282786,Apartment Berlin-Charlottenburg,1473320,Charlottenburg-Wilm.,Entire home/apt,50,3
282797,Schickes Apartment in Berlin-City,1473320,Charlottenburg-Wilm.,Entire home/apt,34,30
284390,Penthouse Central Well-lit,1480990,Friedrichshain-Kreuzberg,Entire home/apt,75,1
288484,"Cosy Studio livingspace with balcony, Maybachufer",1499712,Neukölln,Private room,65,5
290410,Quiet room in a 1 bedroom apt in Kurfurstendam,1508025,Charlottenburg-Wilm.,Private room,80,60
292300,Lux 2-level apt in hip Berlin Mitte,1513460,Mitte,Entire home/apt,120,4
292864,Lounge Room –  Alex in 5 Min,286494,Pankow,Private room,50,1
295675,room with own bathroom and separate entrance,353789,Neukölln,Private room,54,3
297521,light and nice room fully furnished,1534006,Friedrichshain-Kreuzberg,Private room,29,2
297594,Holiday apartment Trinimat Berlin,1388846,Tempelhof - Schöneberg,Entire home/apt,30,10
298056,"3bedrooms in Kreuzberg, Anmeldung possible",202762,Friedrichshain-Kreuzberg,Entire home/apt,40,85
301773,Nice Apartment at Prenzlauer Berg,1554470,Pankow,Entire home/apt,64,2
301887,2nd-Floor near KaDeWe !! -in Berlin,1282150,Tempelhof - Schöneberg,Entire home/apt,55,90
302167,Nice 2 Room apartment at Prenzl Bg,1554470,Pankow,Entire home/apt,66,3
303097,Beautiful city apartment at park,1560726,Pankow,Private room,66,2
304904,bedroom with your own bath,870376,Pankow,Private room,37,2
305987,Lovely Apartment in Berlin Prenzlauer Berg,246890,Pankow,Entire home/apt,69,3
306041,"Lovely central room, Potsdamer Plz",253136,Mitte,Private room,60,2
306312,LOVINGLY RESTORED 100qm APARTMENT ,1575292,Pankow,Entire home/apt,165,4
306502,"1,5 bedroom at Ku'damm close to IFA",1576481,Charlottenburg-Wilm.,Entire home/apt,70,4
306829,Cosy flat / Balcony / Centre Berlin,1578131,Charlottenburg-Wilm.,Entire home/apt,38,45
307587,Sunny apartment in Berlin Mitte,372612,Mitte,Entire home/apt,69,2
308421,Bright Double Room in BerlinWedding,1586451,Mitte,Private room,35,2
309511,Prenzlberg Designer Apt w. Balcony,1591761,Pankow,Entire home/apt,65,3
311703,Elegant 4 Room Apartment with 2 Bathrooms,1602903,Tempelhof - Schöneberg,Entire home/apt,235,3
313876,quiet spacious sunny  2 room apt  w view 4.floor l,1574908,Charlottenburg-Wilm.,Entire home/apt,38,30
315533,Home sweet Home Berlin,1620743,Tempelhof - Schöneberg,Entire home/apt,54,60
316327,"Spacious, Sunlit & Great Furniture",1624693,Friedrichshain-Kreuzberg,Private room,30,2
316366,Beautiful Apartment near Kudamm Ave,1624988,Charlottenburg-Wilm.,Entire home/apt,31,90
316462,Central Mitte:Galleries/Bars/Rest.,98237,Mitte,Entire home/apt,84,1
316547,Our Asia Room For You,275238,Pankow,Private room,45,2
320028,Nice room with ensuite bathroom,1625792,Tempelhof - Schöneberg,Private room,43,2
320279,STUDIO NEAR KASTANIENALLE,1641541,Mitte,Entire home/apt,77,7
320305,"Berlin Friedrichshain 1,5km to Alex",1641505,Friedrichshain-Kreuzberg,Private room,38,4
321295,Beautiful 1-room apartment,1354122,Tempelhof - Schöneberg,Entire home/apt,39,2
321308,Schönes Apartment in Berlin,1354122,Tempelhof - Schöneberg,Entire home/apt,44,2
321378,TOP-FLOOR APARTM./ 2 roof terraces/ Kastanienallee,3062473,Mitte,Entire home/apt,149,1
322463,"Great value in Prenzlauer Berg, free parking",163384,Pankow,Entire home/apt,87,3
322520,Central studio w/ sunny GARDEN,163384,Pankow,Entire home/apt,95,3
323243,nettes Zweibettzimmer 1.3 (1. Etage),1654885,Neukölln,Private room,27,3
323250,schickes Zweibettzimmer 1.1  (1. Etage),1654885,Neukölln,Private room,27,3
323255,3 beds room No. 4 in Berlin,1654885,Neukölln,Private room,27,3
323259,3 beds room No. 2 in Berlin,1654885,Neukölln,Private room,27,3
323260,Apartment in Berlin for 1-3 persons,1654885,Neukölln,Entire home/apt,36,3
323920,Sunny Berlin Neukölln sublet (2 rooms),1658050,Neukölln,Private room,30,3
323951,Berlin Neukölln 2 rooms (bedroom+studio),1658050,Neukölln,Private room,30,4
325979,A very nice and quiet appartement,1285485,Steglitz - Zehlendorf,Private room,55,3
326566,ruhiges Zimmer in Pankow/ Prenzlauer Berg,1669847,Pankow,Private room,28,3
326608,RealCozyAltbau in outgoingKreuzberg,1669920,Friedrichshain-Kreuzberg,Entire home/apt,72,3
327442,Best place!,1673681,Tempelhof - Schöneberg,Private room,35,5
327773,Home is where Berlin is,1675262,Pankow,Private room,40,3
328255,SUNNY & COSY FAMILY HOME (MAUERPARK) WiFi,1677535,Pankow,Entire home/apt,70,5
329648,nice room with a balcony,1682922,Pankow,Private room,48,2
334133,Very centraly Apartment in Berlin 1,1702081,Mitte,Entire home/apt,54,90
335273,Cool Design Apartment in Berlin,1641549,Pankow,Entire home/apt,38,90
336482,Lovely city apartment in former East Berlin,1198319,Mitte,Entire home/apt,95,4
341910,Top floor apartment in Berlin,1734792,Friedrichshain-Kreuzberg,Entire home/apt,65,2
342637,Cosy Apartment in Prenzlauer Berg,1738368,Pankow,Entire home/apt,65,10
343190,Beautiful bright room super central,915569,Charlottenburg-Wilm.,Private room,49,2
344856,Too good to be true - in Friedrichshain Berlin,1749470,Friedrichshain-Kreuzberg,Entire home/apt,60,1
344986,Sunny Cosy Prenzlauer Berg Berlin,1293030,Pankow,Private room,70,2
345373,Loft-Apartment in Charlottenburg,976581,Charlottenburg-Wilm.,Entire home/apt,48,30
346404,WHOLE APARTMENT: SWEET & COZY HOME AWAY FROM HOME,1756052,Treptow - Köpenick,Private room,50,6
347762,Wonderful room  around Bergmannkiez,1744018,Friedrichshain-Kreuzberg,Private room,35,2
348262,roof top apartment with a room,736259,Mitte,Entire home/apt,65,5
352998,TOP LOCATION City Rooms near Kudamm,1787661,Charlottenburg-Wilm.,Private room,29,10
354033,5 separate+ruhige Ferienwohnungen,1792392,Treptow - Köpenick,Entire home/apt,74,6
355227,Il Nido - Berlin's downtown for 2/3,1798305,Mitte,Entire home/apt,60,14
355494,2-room-holiday-apartment,1799516,Pankow,Entire home/apt,48,2
357984,Central Kreuzberg apartment,1811892,Friedrichshain-Kreuzberg,Entire home/apt,59,3
358746,+Private room with SHARED BATHROOM--,1150390,Mitte,Private room,36,2
359917,Central located quiet place in the City,1820414,Tempelhof - Schöneberg,Private room,39,2
361487,Very centraly Apartment in Berlin 2,1702081,Mitte,Entire home/apt,36,90
362701,Stylish lodge in the heart of Kreuz,1832975,Friedrichshain-Kreuzberg,Entire home/apt,89,3
362874,Apartment in Neukölln/Kreuzberg,1833946,Friedrichshain-Kreuzberg,Entire home/apt,78,5
363413,Room Prenzlauer Berg Kollwitzplatz area,1668497,Pankow,Private room,49,2
363454,Apartment Berlin Kreuzberg,1836439,Friedrichshain-Kreuzberg,Entire home/apt,82,3
366094,Centrally located in Berlin-Mitte I,1848347,Mitte,Entire home/apt,33,62
367182,Centrally located in Berlin-MitteII,1848347,Mitte,Entire home/apt,33,62
367634,Centrally located in Berlin-Mitte E,1848347,Mitte,Entire home/apt,33,62
370561,Nice Flat directly in Neukölln,1867715,Neukölln,Entire home/apt,60,2
377304,Charming Apptm - 20min to F'strasse,1896360,Steglitz - Zehlendorf,Entire home/apt,48,4
380281,"big, bright, sunny and a balcony",399745,Pankow,Private room,40,4
380384,"Newly renovated apartment, 44qm",1908382,Reinickendorf,Entire home/apt,45,30
382008,Top room - central Friedrichshain,1915214,Friedrichshain-Kreuzberg,Private room,25,3
385059,"Berlin-Mitte: Modern design, breakfast & balcony!",1927655,Mitte,Private room,29,5
387607,Ground floor apartment with terrace,347279,Friedrichshain-Kreuzberg,Entire home/apt,49,90
393598,"Quiet Oasis  in ""Kreuzkölln"" 60 sqm",1968246,Neukölln,Entire home/apt,67,180
395063,furnished Room in an apartment in Friedrichshain,1974695,Friedrichshain-Kreuzberg,Private room,33,1
398011,2-room miracle in P-berg + balcony,1968246,Pankow,Entire home/apt,65,180
398962,SUNNY LOFT/ARTIST-SPACE IN NEUKÖLLN,1992886,Friedrichshain-Kreuzberg,Entire home/apt,80,20
399312,Bright and cosy flat wit balcony :),1994169,Neukölln,Entire home/apt,86,4
400642, sunny and spacious 2-room flat,1999892,Charlottenburg-Wilm.,Entire home/apt,75,12
400832,Room in great green city location,560812,Steglitz - Zehlendorf,Private room,40,3
400898,Your fantasy home between two parks,1030915,Neukölln,Entire home/apt,51,60
401242,Beautiful & large in central Berlin,2002727,Pankow,Entire home/apt,130,5
404175,cozy and sunny Appt. in PRENZLBERG,536271,Pankow,Entire home/apt,80,4
408756,ZAZA - APARTMENT PRENZLAUER BERG,2035424,Pankow,Entire home/apt,99,3
409846,Artist Flat Mitte: Soho of Berlin,2040353,Mitte,Private room,180,2
410020,"room in spacious 2 room apt. in Rixdorf, Neukölln",2041077,Neukölln,Private room,25,10
412418,"2,5 Room Apartment in Neukölln, Berlin",1482815,Neukölln,Entire home/apt,50,3
414277,"Orange Cube, Neukölln Schiller-Kiez",1091162,Neukölln,Entire home/apt,36,60
415218,BELLEWOODS,2050560,Mitte,Entire home/apt,39,90
417143,gorgeous loft room  kreuzberg,2074622,Friedrichshain-Kreuzberg,Entire home/apt,64,3
420114,Stylish Attic-Penthouse in Mitte/Kreuzberg,2089041,Mitte,Private room,100,3
421236,Apartment - countryside of Berlin,2094782,Steglitz - Zehlendorf,Entire home/apt,65,6
425411,Nice vacation apartment in Berlin-Mitte,2115002,Mitte,Entire home/apt,70,2
425487,Nice and quiet apartment in Berlin-Mitte,2115002,Mitte,Entire home/apt,85,2
427854,"Wendt 3, 2 rooms, central, sleeps 4",1371414,Friedrichshain-Kreuzberg,Entire home/apt,65,3
429677,90 m² Family Base @ Kreuzberg /Gräfekiez,2100173,Friedrichshain-Kreuzberg,Entire home/apt,75,7
431149,+Double Private room with SHARED BATHROOM--,1150390,Mitte,Private room,39,2
431343,"Gut geschlafen, schnell ins Zentrum",4059665,Pankow,Private room,22,2
431652,Upstairs at Eric's,2118555,Friedrichshain-Kreuzberg,Private room,51,2
432460,Cosy Room in lovely Neighborhood,2149477,Pankow,Private room,29,2
432938,"Nice Apartment in Berlin, Kreuzberg",2151780,Friedrichshain-Kreuzberg,Entire home/apt,37,60
434209,Cute In-Law Suite with Garden Access,1262962,Reinickendorf,Entire home/apt,50,5
436385,Charming west end to trade shows,2167491,Charlottenburg-Wilm.,Private room,60,3
439089,Spacious & Sunny in Prenzlauer Berg,2099340,Pankow,Entire home/apt,95,15
439613,Berlin Flair,2183595,Pankow,Private room,59,7
439631,2 room stylish near Mauerpark  WLAN,1968246,Pankow,Entire home/apt,56,180
446975,Coach House with a little garden,2219552,Pankow,Entire home/apt,48,2
447524,City apartment at the Ku`damm,901878,Charlottenburg-Wilm.,Entire home/apt,28,1
450325,gorgeous old chocolate factory,2236088,Pankow,Entire home/apt,109,60
452164,In the middle of Mitte and green!,2246564,Mitte,Entire home/apt,130,5
456839,Charming converted cottage,1981166,Steglitz - Zehlendorf,Entire home/apt,90,2
456902,Maisonette Apartment in Kreuzberg,2271792,Friedrichshain-Kreuzberg,Entire home/apt,83,2
458586,You are looking for peace and relax,978210,Pankow,Entire home/apt,70,2
458608,bright apartment in Berlin Kreuzberg,2280531,Friedrichshain-Kreuzberg,Entire home/apt,60,2
458800,"Beautiful 3BR, Excellent location",2281237,Pankow,Entire home/apt,209,2
462459,COOL BERLIN MITTE FLAT,311022,Pankow,Entire home/apt,70,4
464324,spacious room in light-flooded classy apartment,2266593,Friedrichshain-Kreuzberg,Private room,44,3
466983,beautiful light room in 100qm place,2017884,Pankow,Private room,34,3
469084,nice + light room in Friedrichshain,1534006,Friedrichshain-Kreuzberg,Private room,30,1
471495,"Nice, bright, quiet and comfy!",2338605,Neukölln,Private room,33,5
473386,"Schoeneberg, KaDeWe, Gay Area (201)",2347025,Charlottenburg-Wilm.,Entire home/apt,95,60
474830,spacious sunny  room with balcony,2353773,Mitte,Private room,35,2
476077,Cosy Penthouse + sunny patio in NK,2041933,Neukölln,Entire home/apt,47,30
477515,"Apartment in Prenslauerberg, Mitte,",2366664,Pankow,Entire home/apt,189,3
477744,Bed&bike in the heart of Kreuzberg,2273054,Friedrichshain-Kreuzberg,Private room,30,30
478015,Sunny and Spacious Design Apartment,2368302,Tempelhof - Schöneberg,Entire home/apt,85,3
480624,Room in Berlin  Friedrichshain,2379817,Friedrichshain-Kreuzberg,Private room,15,3
484506,Cosy flat in the heart of Kreuzberg,1928335,Friedrichshain-Kreuzberg,Entire home/apt,58,5
485726,"TOP City-West,Shopping+GayArea 202",2347025,Charlottenburg-Wilm.,Entire home/apt,53,4
486192,very central and charming room,2406372,Mitte,Private room,45,3
487938,Room in Berlin Friedrichshain ,2414178,Friedrichshain-Kreuzberg,Private room,35,1
488161,Stylish Apartment in Schillerkiez,2415122,Neukölln,Entire home/apt,65,3
491336,Nice studio apartment in Schöneberg,2426412,Tempelhof - Schöneberg,Entire home/apt,65,3
493072,1 Room in Berlin Center with Artist,1903768,Mitte,Private room,44,3
493539,Spend the night in the oldest house in Berlin!,2437942,Mitte,Entire home/apt,125,1
494492,Amazing Jewel close to Kurfürstendamm!,2435427,Charlottenburg-Wilm.,Private room,45,1
495435,Great flat in Berlin-Kreuzberg!,2044822,Friedrichshain-Kreuzberg,Entire home/apt,50,7
499342,"Central, bright & charming in Mitte",955509,Mitte,Entire home/apt,75,2
499353,Central & tasteful apt in Mitte,955509,Mitte,Entire home/apt,75,2
500641,Kollwitzplatz - Prenzlauer Berg,2470260,Pankow,Entire home/apt,73,4
501735,Beautiful 3 room apt. in Kreuzberg,2475800,Friedrichshain-Kreuzberg,Entire home/apt,39,7
502598,"Casa Marfisa: great location, Mitte",2480274,Mitte,Entire home/apt,98,3
506730,spacious 2 BR apt for 3 people,2494550,Friedrichshain-Kreuzberg,Entire home/apt,65,3
507671,Best Location in Berlin-Kreuzberg,1471309,Friedrichshain-Kreuzberg,Entire home/apt,80,2
507770,Sunny Designer Apartment close to Mauerpark!,2502328,Pankow,Entire home/apt,37,5
509432,"25m2 room in Berlin, Prenzlauerberg",2510499,Pankow,Private room,35,5
510715,Charmante Berliner Altbauwohnung ,2516734,Treptow - Köpenick,Entire home/apt,50,7
510987,Charming flat in Neukölln,2517631,Neukölln,Private room,35,5
511935,high standard 170sqm rooftop w/2ter in Schöneberg,2494425,Tempelhof - Schöneberg,Entire home/apt,235,4
512476,"Modern apartment, 4 people in Tempe",2524654,Tempelhof - Schöneberg,Entire home/apt,55,3
514246,Sunny 2br flat with big balcony,2533061,Friedrichshain-Kreuzberg,Entire home/apt,60,17
515145,Attic near Checkpoint Charlie,2537112,Friedrichshain-Kreuzberg,Entire home/apt,115,3
517425,Maritime Room - Alex in 5 Min,2547002,Pankow,Private room,46,1
517990,great 3 room apartment - great location,98130,Friedrichshain-Kreuzberg,Entire home/apt,79,7
519356,beautifull vintag-2 room appartment,2555947,Treptow - Köpenick,Entire home/apt,37,7
519671,Great apartment in central Berlin,2557466,Pankow,Entire home/apt,52,14
520538,Apart. Prenzlb./Helmholtzplatz WiFi,2561273,Pankow,Entire home/apt,99,2
523052,Domizil Neu Venedig FeWo für 4 Per,2571986,Treptow - Köpenick,Entire home/apt,51,3
525162,"Designer Loft in Berlin, Germany",2581736,Pankow,Entire home/apt,160,3
530315,Wohlfühl-Insel - Ideal zentral 76 qm Vollkomfort,2604680,Mitte,Entire home/apt,63,4
530527,"Welcome to Apartment ""Kleinod""!",1301493,Neukölln,Private room,49,1
532687,lovely home - heart of neukölln,2617508,Neukölln,Private room,40,3
533155,"1 Room Studio-Complete privacy, separate entrance.",2619552,Mitte,Private room,90,3
533523,Berlin Designer Apartment Marlene,2621923,Tempelhof - Schöneberg,Entire home/apt,64,1
533864,"new, stylish, comfortable, center",2625980,Mitte,Entire home/apt,100,4
534415,"Spac. 85m sq three room appartment,",2626550,Mitte,Entire home/apt,64,6
534931,Feine Sonnenloge/Splendid Sunlodge,2615665,Neukölln,Entire home/apt,21,10
537442,"Kreuzberg, danish design, quiet!",219690,Friedrichshain-Kreuzberg,Entire home/apt,80,3
538871,Prenzl'Berg - bright & beautiful,2647078,Pankow,Entire home/apt,38,150
540705,LITTLE JEWEL IN TOP BEAUTY SPOT!,2658039,Pankow,Entire home/apt,65,60
541020, Charming apartment on KU-DAMM,2659582,Charlottenburg-Wilm.,Entire home/apt,80,4
541288,10 MINUTES TO THE POTSDAMERPLATZ,2659582,Steglitz - Zehlendorf,Entire home/apt,80,4
541569,Apartment near Mauerpark,2662493,Pankow,Entire home/apt,68,2
542316,by the lake,2677541,Treptow - Köpenick,Entire home/apt,99,2
542674,Nice room in Berlin Schöneberg,1026735,Tempelhof - Schöneberg,Private room,40,3
544553,freundliche Unterkunft im Herzen Kreuzbergs!,2677930,Friedrichshain-Kreuzberg,Private room,38,2
545037,ROOF TERRACE DREAM CHARLOTTENBURG,2690936,Charlottenburg-Wilm.,Entire home/apt,70,30
545065,Nice modern flat in Berlin-City,2678998,Friedrichshain-Kreuzberg,Entire home/apt,85,3
550445,Cosy flat with garden + nice location,2701180,Mitte,Entire home/apt,39,6
550621,3 rooms at 100 m2 perfect also for families,2706150,Pankow,Entire home/apt,79,1
550727,Half furnished 2-bedroom apartment!,2276858,Tempelhof - Schöneberg,Entire home/apt,50,1
551644,"Charming, sunny, clean central flat",2711079,Friedrichshain-Kreuzberg,Private room,69,20
552927,Alexanderplatz 32 Min--family--flat,2717545,Treptow - Köpenick,Entire home/apt,59,3
555352,Caravan Landhaus Seeapartment,2677541,Treptow - Köpenick,Entire home/apt,60,2
556691,Beautiful Large Apartment in Mitte!,344615,Mitte,Entire home/apt,120,3
559210,In the heart of Berlin,2751981,Mitte,Private room,50,1
559794,Berlinesque Charme in Neukölln,2746801,Neukölln,Entire home/apt,70,7
560578,Beautiful Room in center Berlin!!!!,2756580,Pankow,Private room,30,1
563505,MINI KINO BERLIN,783178,Charlottenburg-Wilm.,Entire home/apt,75,3
564821,"Nice 2 Rooms Flat ""Prenzlauer Berg""",1139408,Pankow,Entire home/apt,46,2
565345,"Summer balcony in Neukölln, quiet & beautiful",2780064,Neukölln,Entire home/apt,60,10
566841,2-room apartment in Friedrichshain,2788076,Friedrichshain-Kreuzberg,Entire home/apt,75,3
568307,Beautiful furnished room Prenzlberg,2796030,Pankow,Private room,33,1
